City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
698,Severodvinsk,RU,64.5635,39.8302,37.4,87,75,4.47,broken clouds
699,Paraná,AR,-31.732,-60.5238,69.01,94,2,7.11,clear sky
700,Contai,IN,21.7786,87.7536,91.15,44,38,5.79,scattered clouds
701,Mikhaylovka,RU,50.06,43.2379,50.0,92,100,8.01,light rain
702,Farafangana,MG,-22.8167,47.8333,71.37,85,6,1.68,light rain
703,Ruteng,ID,-8.6136,120.4721,75.79,53,11,0.38,few clouds
704,Brookings,US,44.3114,-96.7984,42.8,81,90,10.36,overcast clouds
705,Tynda,RU,55.1667,124.7167,32.38,49,72,9.57,broken clouds
706,Alyangula,AU,-13.8483,136.4192,87.8,58,75,9.22,broken clouds
707,Matara,LK,5.9485,80.5353,84.58,70,24,9.26,few clouds
708,Shirokiy,RU,49.758,129.523,53.33,33,87,15.64,overcast clouds
709,Pudozh,RU,61.8099,36.5345,42.39,84,95,7.94,overcast clouds
710,Gemeente Zaltbommel,NL,51.8,5.25,37.0,91,12,3.49,few clouds
711,Mount Isa,AU,-20.7333,139.5,82.4,17,9,13.8,clear sky
712,Challapata,BO,-18.9,-66.7667,43.66,60,21,1.77,few clouds
713,Gannan,CN,47.9147,123.5031,56.97,38,60,16.82,broken clouds
714,Salta,AR,-24.7859,-65.4117,62.6,88,40,4.61,scattered clouds
715,Omboué,GA,-1.5746,9.2618,74.14,93,100,7.23,overcast clouds
716,Launceston,AU,-41.45,147.1667,59.0,51,90,14.97,overcast clouds
717,Chepareria,KE,1.3077,35.2039,60.96,86,99,2.08,overcast clouds
